,user_id,song_id,listen_count,title,artist_name,loudness,tempo
0,a15075a926c1998d91940f118342ba8356efc7d4,SOWPAXV12A67ADA046,1,Push It,Salt-N-Pepa,-5.667999999999999,127.59700000000001
1,a15075a926c1998d91940f118342ba8356efc7d4,SOULTKQ12AB018A183,1,Nothin' On You [feat. Bruno Mars] (Album Version),B.o.B,-5.388,104.038
2,a15075a926c1998d91940f118342ba8356efc7d4,SOEHWGF12A6D4F8B2B,3,Hips Don't Lie (featuring Wyclef Jean),Shakira Featuring Wyclef Jean,-5.152,100.023
3,a15075a926c1998d91940f118342ba8356efc7d4,SOGCDYR12AC961854A,4,You And Your Heart,Jack Johnson,-7.045,107.042
4,a15075a926c1998d91940f118342ba8356efc7d4,SOTRDVJ12A8C13975E,1,Savin' Me,Nickelback,-4.2780000000000005,164.025
5,a15075a926c1998d91940f118342ba8356efc7d4,SOHIHSR12AB0184E8F,2,Everyone's At It,Lily Allen,-6.399,116.95700000000001
6,a15075a926c1998d91940f118342ba8356efc7d4,SOQLNEY12B0B8062FA,3,Dancing Shoes,Arctic Monkeys,-4.526,144.955
7,a15075a926c1998d91940f118342ba8356efc7d4,SOTEFFR12A8C144765,1,A Dustland Fairytale,The Killers,-4.808,134.734
8,a15075a926c1998d91940f118342ba8356efc7d4,SOOXLKF12A6D4F594A,1,Harder To Breathe,Maroon 5,-4.757,149.917
9,a15075a926c1998d91940f118342ba8356efc7d4,SOWFUUS12AB01800E7,1,If Today Was Your Last Day (Album Version),Nickelback,-4.157,89.958
10,a15075a926c1998d91940f118342ba8356efc7d4,SOFDYYA12A58A78E73,2,Tell Him,The Exciters,-8.812999999999999,89.34200000000001
11,4e11f45d732f4861772b2906f81a7d384552ad12,SONQBUB12A6D4F8ED0,3,Angie (1993 Digital Remaster),The Rolling Stones,-10.357999999999999,139.333
12,4e11f45d732f4861772b2906f81a7d384552ad12,SOZAPQT12A8C142821,1,Ragoo,Kings Of Leon,-6.391,102.066
13,4e11f45d732f4861772b2906f81a7d384552ad12,SOIZLKI12A6D4F7B61,1,Supermassive Black Hole (Album Version),Muse,-3.313,120.01
14,4e11f45d732f4861772b2906f81a7d384552ad12,SOJDHGS12A6310D85E,1,Rocks Off,The Rolling Stones,-8.242,141.808
15,4e11f45d732f4861772b2906f81a7d384552ad12,SOKXYUW12A8C140229,1,Check On It,BeyoncA(c) feat. Slim Thug,-4.293,110.695
16,4e11f45d732f4861772b2906f81a7d384552ad12,SOMKGQN12A8C1339D2,1,Blue Orchid,The White Stripes,-9.385,152.785
17,4e11f45d732f4861772b2906f81a7d384552ad12,SOCGOZK12A8151BD5D,1,Fake Tales Of San Francisco,Arctic Monkeys,-4.385,127.294
18,4e11f45d732f4861772b2906f81a7d384552ad12,SOTEFFR12A8C144765,3,A Dustland Fairytale,The Killers,-4.808,134.734
19,4e11f45d732f4861772b2906f81a7d384552ad12,SOINDRZ12A6701DAF6,1,Romantic Rights,Death From Above 1979,-7.162999999999999,150.155
20,4e11f45d732f4861772b2906f81a7d384552ad12,SOEMXXF12A6D4F932C,1,Waterfall (Spirit Of The Rainforest Album Version),David Arkenstone,-18.327,106.99799999999999
21,4e11f45d732f4861772b2906f81a7d384552ad12,SOSYMSX12A6310DFE2,1,Subterranean Homesick Alien,Radiohead,-9.148,150.84799999999998
22,4e11f45d732f4861772b2906f81a7d384552ad12,SOLJQBW12A6702187B,1,November Has Come,Gorillaz,-8.317,84.141
23,4e11f45d732f4861772b2906f81a7d384552ad12,SOZCARG12A6D4F74D1,1,Simon,Lifehouse,-7.072,141.78
24,761039dbaa3ef6525dddb206a0cad96ef2a27468,SONQBUB12A6D4F8ED0,1,Angie (1993 Digital Remaster),The Rolling Stones,-10.357999999999999,139.333
25,761039dbaa3ef6525dddb206a0cad96ef2a27468,SOIZLKI12A6D4F7B61,4,Supermassive Black Hole (Album Version),Muse,-3.313,120.01
26,761039dbaa3ef6525dddb206a0cad96ef2a27468,SOEKSGJ12A67AE227E,1,Crawling (Album Version),Linkin Park,-6.0520000000000005,105.095
27,761039dbaa3ef6525dddb206a0cad96ef2a27468,SOHHJYE12A8AE47599,5,Firestarter,The Prodigy,-6.504,94.234
28,761039dbaa3ef6525dddb206a0cad96ef2a27468,SOWEUOO12A6D4F6D0C,1,Given Up (Album Version),Linkin Park,-4.034,100.073
29,761039dbaa3ef6525dddb206a0cad96ef2a27468,SOCGOZK12A8151BD5D,1,Fake Tales Of San Francisco,Arctic Monkeys,-4.385,127.294
30,761039dbaa3ef6525dddb206a0cad96ef2a27468,SOQLNEY12B0B8062FA,1,Dancing Shoes,Arctic Monkeys,-4.526,144.955
31,761039dbaa3ef6525dddb206a0cad96ef2a27468,SOTEFFR12A8C144765,1,A Dustland Fairytale,The Killers,-4.808,134.734
32,761039dbaa3ef6525dddb206a0cad96ef2a27468,SORJVDO12AF72A1970,2,Stockholm Syndrome,Muse,-4.854,128.134
33,761039dbaa3ef6525dddb206a0cad96ef2a27468,SOSNQQX12AF729C44C,1,Show You How,The Killers,-6.4670000000000005,82.90899999999999
34,761039dbaa3ef6525dddb206a0cad96ef2a27468,SOASNQV12A8AE48819,5,Charly (Trip Into Drum And Bass Version) (Remastered),The Prodigy,-6.361000000000001,96.73200000000001
35,761039dbaa3ef6525dddb206a0cad96ef2a27468,SOXFSTR12A8AE463B0,1,The Small Print,Muse,-3.589,161.631
36,1aa4fd215aadb160965110ed8a829745cde319eb,SONQBUB12A6D4F8ED0,1,Angie (1993 Digital Remaster),The Rolling Stones,-10.357999999999999,139.333
37,1aa4fd215aadb160965110ed8a829745cde319eb,SOUCKDH12A8C138FF5,3,Don't Panic,Coldplay,-8.501,122.291
38,1aa4fd215aadb160965110ed8a829745cde319eb,SOBEVGM12A67ADBCA7,4,Baby Boy [feat. Beyonce],Sean Paul,-7.662999999999999,91.09899999999999
39,1aa4fd215aadb160965110ed8a829745cde319eb,SOYHHHT12A6D4F7F97,1,One More Night,Phil Collins,-11.341,136.32
40,1aa4fd215aadb160965110ed8a829745cde319eb,SOGCDYR12AC961854A,6,You And Your Heart,Jack Johnson,-7.045,107.042
41,1aa4fd215aadb160965110ed8a829745cde319eb,SOKXYUW12A8C140229,1,Check On It,BeyoncA(c) feat. Slim Thug,-4.293,110.695
42,1aa4fd215aadb160965110ed8a829745cde319eb,SOEHTZE12A6310F0F2,2,One I Love,Coldplay,-7.446000000000001,134.02700000000002
43,1aa4fd215aadb160965110ed8a829745cde319eb,SODXTMM12AF729F8F1,1,Mama Kin,Guns N' Roses,-8.591000000000001,156.65
44,1aa4fd215aadb160965110ed8a829745cde319eb,SOSELMV12A6D4FCF5A,2,Valerie,Amy Winehouse,-7.256,96.22399999999999
45,1aa4fd215aadb160965110ed8a829745cde319eb,SOQHWMN12A6701E2D9,1,Swing Life Away,Rise Against,-7.678999999999999,184.59099999999998
46,1aa4fd215aadb160965110ed8a829745cde319eb,SOOPVJI12AB0183957,1,Just Say Yes,Snow Patrol,-5.519,107.99799999999999
47,1aa4fd215aadb160965110ed8a829745cde319eb,SOVPIUN12A6D4F8F1E,2,Stay With Me,Faces,-8.026,182.085
48,1aa4fd215aadb160965110ed8a829745cde319eb,SOWGZFG12A8151AF41,1,Monsoon,Jack Johnson,-6.892,142.44899999999998
49,1aa4fd215aadb160965110ed8a829745cde319eb,SOPZHFK12A8C135493,4,Adrift,Jack Johnson,-15.967,241.81799999999998
50,1aa4fd215aadb160965110ed8a829745cde319eb,SOIDJZY12A6701DEF7,3,Voodoo Chile Blues,Jimi Hendrix,-12.797,175.66299999999998
51,1aa4fd215aadb160965110ed8a829745cde319eb,SOOQPIK12A6701F1C5,5,Fortunate Fool,Jack Johnson,-10.735999999999999,128.684
52,1aa4fd215aadb160965110ed8a829745cde319eb,SOCXBQG12AF72A7CBD,4,Arco Arena,Cake,-9.558,157.99200000000002
53,edc19f85936d55d76b673d008bd2d220707af47a,SONQBUB12A6D4F8ED0,1,Angie (1993 Digital Remaster),The Rolling Stones,-10.357999999999999,139.333
54,edc19f85936d55d76b673d008bd2d220707af47a,SOJDHGS12A6310D85E,1,Rocks Off,The Rolling Stones,-8.242,141.808
55,edc19f85936d55d76b673d008bd2d220707af47a,SOEHTZE12A6310F0F2,1,One I Love,Coldplay,-7.446000000000001,134.02700000000002
56,edc19f85936d55d76b673d008bd2d220707af47a,SOTEFFR12A8C144765,1,A Dustland Fairytale,The Killers,-4.808,134.734
57,edc19f85936d55d76b673d008bd2d220707af47a,SOSNQQX12AF729C44C,1,Show You How,The Killers,-6.4670000000000005,82.90899999999999
58,edc19f85936d55d76b673d008bd2d220707af47a,SOGQWTX12AB017FD78,5,Rock Steady,Bad Company,-8.064,102.984
59,edc19f85936d55d76b673d008bd2d220707af47a,SOYCHDB12A8C13F2C8,1,Can't Take My Eyes Off You,Muse,-5.646,126.725
60,edc19f85936d55d76b673d008bd2d220707af47a,SOPWKOX12A8C139D43,1,Genius,Kings Of Leon,-6.537999999999999,125.875
61,edc19f85936d55d76b673d008bd2d220707af47a,SOINDRZ12A6701DAF6,1,Romantic Rights,Death From Above 1979,-7.162999999999999,150.155
62,edc19f85936d55d76b673d008bd2d220707af47a,SORKPVE12A81C20227,6,Runaround (Live Version),Van Halen,-7.042000000000001,130.685
63,edc19f85936d55d76b673d008bd2d220707af47a,SOYYIZT12A8C1408CA,1,Next Year,Foo Fighters,-4.203,173.983
64,0c449dffbc9e93ba4d214a5cacf4393cd22e2721,SONQBUB12A6D4F8ED0,5,Angie (1993 Digital Remaster),The Rolling Stones,-10.357999999999999,139.333
65,0c449dffbc9e93ba4d214a5cacf4393cd22e2721,SOBEVGM12A67ADBCA7,2,Baby Boy [feat. Beyonce],Sean Paul,-7.662999999999999,91.09899999999999
66,0c449dffbc9e93ba4d214a5cacf4393cd22e2721,SOHTQAS12A6701C7BA,4,Crazy,Aerosmith,-4.277,162.343
67,0c449dffbc9e93ba4d214a5cacf4393cd22e2721,SOKXYUW12A8C140229,3,Check On It,BeyoncA(c) feat. Slim Thug,-4.293,110.695
68,0c449dffbc9e93ba4d214a5cacf4393cd22e2721,SOEHTZE12A6310F0F2,1,One I Love,Coldplay,-7.446000000000001,134.02700000000002
69,0c449dffbc9e93ba4d214a5cacf4393cd22e2721,SONQNPM12A67020A32,1,Music Of The Sun,Rihanna,-8.298,85.976
70,0c449dffbc9e93ba4d214a5cacf4393cd22e2721,SOKTJKI12A8C143254,1,Llamado De Emergencia,Daddy Yankee,-4.335,195.985
71,0c449dffbc9e93ba4d214a5cacf4393cd22e2721,SOSNQQX12AF729C44C,1,Show You How,The Killers,-6.4670000000000005,82.90899999999999
72,0c449dffbc9e93ba4d214a5cacf4393cd22e2721,SOLSJHM12A8C139B46,1,Can't Make You Love Me,Britney Spears,-3.693,107.969
73,0c449dffbc9e93ba4d214a5cacf4393cd22e2721,SOJMUAN12AB0183911,1,Street Lights,Kanye West,-9.644,125.59299999999999
74,0c449dffbc9e93ba4d214a5cacf4393cd22e2721,SOFKEDR12A8C13D381,1,You (featuring Tank) (Amended Album Version),Plies featuring Tank,-5.672000000000001,73.178
75,9c859962257112ad523f1d3c121d35191daa6d2b,SONQBUB12A6D4F8ED0,2,Angie (1993 Digital Remaster),The Rolling Stones,-10.357999999999999,139.333
76,9c859962257112ad523f1d3c121d35191daa6d2b,SOIZLKI12A6D4F7B61,15,Supermassive Black Hole (Album Version),Muse,-3.313,120.01
77,9c859962257112ad523f1d3c121d35191daa6d2b,SOEHWGF12A6D4F8B2B,1,Hips Don't Lie (featuring Wyclef Jean),Shakira Featuring Wyclef Jean,-5.152,100.023
78,9c859962257112ad523f1d3c121d35191daa6d2b,SOJDHGS12A6310D85E,1,Rocks Off,The Rolling Stones,-8.242,141.808
79,9c859962257112ad523f1d3c121d35191daa6d2b,SOCGOZK12A8151BD5D,1,Fake Tales Of San Francisco,Arctic Monkeys,-4.385,127.294
80,9c859962257112ad523f1d3c121d35191daa6d2b,SOQLNEY12B0B8062FA,7,Dancing Shoes,Arctic Monkeys,-4.526,144.955
81,9c859962257112ad523f1d3c121d35191daa6d2b,SOJHUQN12A6D4F8EDE,1,Emergency (Album Version),Paramore,-4.413,167.97099999999998
82,9c859962257112ad523f1d3c121d35191daa6d2b,SOGQWTX12AB017FD78,1,Rock Steady,Bad Company,-8.064,102.984
83,9c859962257112ad523f1d3c121d35191daa6d2b,SOGOAGM12AB017E99E,2,It's Like That,RUN-DMC vs. Jason Nevins,-6.747999999999999,129.07
84,9c859962257112ad523f1d3c121d35191daa6d2b,SODKJWI12A8151BD74,3,From The Ritz To The Rubble,Arctic Monkeys,-5.325,184.023
85,9c859962257112ad523f1d3c121d35191daa6d2b,SORNVVT12AF72A0C39,7,Intro 2/ Kick Out The Jams (LP Version),MC5,-10.219,145.514
86,5ef127be2845313b04cdab97eafd5bab866eaf35,SONQBUB12A6D4F8ED0,1,Angie (1993 Digital Remaster),The Rolling Stones,-10.357999999999999,139.333
87,5ef127be2845313b04cdab97eafd5bab866eaf35,SOUCKDH12A8C138FF5,1,Don't Panic,Coldplay,-8.501,122.291
88,5ef127be2845313b04cdab97eafd5bab866eaf35,SOEHWGF12A6D4F8B2B,2,Hips Don't Lie (featuring Wyclef Jean),Shakira Featuring Wyclef Jean,-5.152,100.023
89,5ef127be2845313b04cdab97eafd5bab866eaf35,SOBEVGM12A67ADBCA7,1,Baby Boy [feat. Beyonce],Sean Paul,-7.662999999999999,91.09899999999999
90,5ef127be2845313b04cdab97eafd5bab866eaf35,SOHTQAS12A6701C7BA,1,Crazy,Aerosmith,-4.277,162.343
91,5ef127be2845313b04cdab97eafd5bab866eaf35,SOKXYUW12A8C140229,6,Check On It,BeyoncA(c) feat. Slim Thug,-4.293,110.695
92,5ef127be2845313b04cdab97eafd5bab866eaf35,SORLLRN12A58A7F1EE,1,Be With You,BeyoncA(c),-6.2589999999999995,149.91299999999998
93,5ef127be2845313b04cdab97eafd5bab866eaf35,SOSMXVH12A58A7CA6C,1,Pienso En Ti,Shakira,-19.976,115.066
94,5ef127be2845313b04cdab97eafd5bab866eaf35,SOAOPCG12AC468D27E,1,Everything In Its Right Place,Radiohead,-11.637,122.831
95,5ef127be2845313b04cdab97eafd5bab866eaf35,SOPDFZN12A670215C4,1,Why Can't This Be Love (Remastered Version),Van Halen,-5.571000000000001,88.471
96,5ef127be2845313b04cdab97eafd5bab866eaf35,SOLSJHM12A8C139B46,1,Can't Make You Love Me,Britney Spears,-3.693,107.969
97,5ef127be2845313b04cdab97eafd5bab866eaf35,SOYEJKC12A8C136E3D,1,Of Myth And Men (Album Version),Red I Flight,-5.033,92.439
98,5ef127be2845313b04cdab97eafd5bab866eaf35,SORKPVE12A81C20227,1,Runaround (Live Version),Van Halen,-7.042000000000001,130.685
99,5ef127be2845313b04cdab97eafd5bab866eaf35,SOBCSFE12A6D4F814A,1,El Chico Del Apartamento 512,Selena,-4.8,101.947
100,d0908605aeab4379a40a52e4db12854764f8b944,SOMGPML12A8C13AE8C,1,Red Socks Pugie,Foals,-6.611000000000001,156.917
101,d0908605aeab4379a40a52e4db12854764f8b944,SOZAPQT12A8C142821,2,Ragoo,Kings Of Leon,-6.391,102.066
102,d0908605aeab4379a40a52e4db12854764f8b944,SOHTQAS12A6701C7BA,1,Crazy,Aerosmith,-4.277,162.343
103,d0908605aeab4379a40a52e4db12854764f8b944,SOKXYUW12A8C140229,3,Check On It,BeyoncA(c) feat. Slim Thug,-4.293,110.695
104,d0908605aeab4379a40a52e4db12854764f8b944,SOOSBQP12A8C1353B6,2,Anytime You Need A Friend,Mariah Carey,-7.8629999999999995,121.884
105,d0908605aeab4379a40a52e4db12854764f8b944,SORLLRN12A58A7F1EE,1,Be With You,BeyoncA(c),-6.2589999999999995,149.91299999999998
106,d0908605aeab4379a40a52e4db12854764f8b944,SOTEFFR12A8C144765,2,A Dustland Fairytale,The Killers,-4.808,134.734
107,d0908605aeab4379a40a52e4db12854764f8b944,SOSELMV12A6D4FCF5A,2,Valerie,Amy Winehouse,-7.256,96.22399999999999
108,d0908605aeab4379a40a52e4db12854764f8b944,SOPWKOX12A8C139D43,1,Genius,Kings Of Leon,-6.537999999999999,125.875
109,d0908605aeab4379a40a52e4db12854764f8b944,SOFKEDR12A8C13D381,2,You (featuring Tank) (Amended Album Version),Plies featuring Tank,-5.672000000000001,73.178
110,d0908605aeab4379a40a52e4db12854764f8b944,SOPTYJX12A6701CDC6,1,Things I Don't Understand,Coldplay,-6.473,137.00799999999998
111,d0908605aeab4379a40a52e4db12854764f8b944,SORTPHZ12A8C13D374,3,I Am The Club (Explicit Album Version),Plies,-6.947,86.96700000000001
112,a5662573fc213168a37ee24f32bc2f9cd96582cc,SOMGPML12A8C13AE8C,1,Red Socks Pugie,Foals,-6.611000000000001,156.917
113,a5662573fc213168a37ee24f32bc2f9cd96582cc,SOUCKDH12A8C138FF5,2,Don't Panic,Coldplay,-8.501,122.291
114,a5662573fc213168a37ee24f32bc2f9cd96582cc,SOZAPQT12A8C142821,1,Ragoo,Kings Of Leon,-6.391,102.066
115,a5662573fc213168a37ee24f32bc2f9cd96582cc,SOIZLKI12A6D4F7B61,1,Supermassive Black Hole (Album Version),Muse,-3.313,120.01
116,a5662573fc213168a37ee24f32bc2f9cd96582cc,SOHTQAS12A6701C7BA,2,Crazy,Aerosmith,-4.277,162.343
117,a5662573fc213168a37ee24f32bc2f9cd96582cc,SOEHTZE12A6310F0F2,2,One I Love,Coldplay,-7.446000000000001,134.02700000000002
118,a5662573fc213168a37ee24f32bc2f9cd96582cc,SOTEFFR12A8C144765,1,A Dustland Fairytale,The Killers,-4.808,134.734
119,a5662573fc213168a37ee24f32bc2f9cd96582cc,SORJVDO12AF72A1970,1,Stockholm Syndrome,Muse,-4.854,128.134
